1,15417114140194
1,79115050695424
1,55757378719634
1,28119425535258
1,30252076373553
1,48656476311691
1,11488268157229
1,45501436407446
1,20574615206837
1,56091110853521
1,45365877284373
1,2494986375093
1,9332985975469
1,21243917439712
1,39708954905956
1,14770586981797
1,81760625625849
1,8413778249367
1,23360138304234
1,99618837423445
1,88747817086404
1,70875899061037
1,56236232983058
1,01487465901993
1,21840279978626
1,52761467151698
1,52953864891526
1,42609860115969
1,89848613175493
1,43781423309716
1,57290951282387
1,54135896663245
1,68865905454786
1,99352505756241
1,90896735196419
1,16010005593305
1,13116142578943
1,77217262274221
1,11007162095517
1,03215988540657
1,08948878109897
1,91064967257467
1,65875173996145
1,03273438430984
1,98870148881744
1,03151989915945
1,64519962745029
1,77995257022788
1,50540620950302
1,02652459360032
1,86706930672148
1,78160453251638
1,68421972295466
1,34762650092488
1,35511898871284
1,07557866399902
