1,52212555823947
1,5928020135466
1,33447157188061
1,46895878225051
1,46706917577752
1,18605566825068
1,53668049142541
1,00478645088374
1,7141909793551
1,48782726120568
1,65598533519357
1,79256340898227
1,3881454455611
1,57835971032193
1,25469169637872
1,76011641405528
1,33203570327351
1,05347464375825
1,26125008159375
1,71039932114556
1,18616541018065
1,86407913913209
1,02641364840158
1,8058112542172
1,32511777539045
1,83047927442495
1,10067518851751
1,76532485604534
1,19564074612951
1,76703447465181
1,16804391386362
1,15470205301172
1,03417945375395
1,97289966278379
1,48631176188882
1,72631589822765
1,95635619152168
1,61456587799572
1,09338280935464
1,02272584336937
1,5885934925585
1,09089424791322
1,88317310199289
1,78475755349954
1,50761036272515
1,69247816209331
1,73989858047101
1,29622332672413
1,47247373707242
1,23340740019149
1,0822395380038
1,91764266831691
1,35515267651302
1,46505047961373
1,19230040404587
1,68210843935707
1,09086091680958
1,44215532831948
