1,07736581101891
1,36268044838807
1,60133098606082
1,68616326464627
1,05942420990179
1,80489105722163
1,12935257988486
1,17563690579293
1,09291095384066
1,30167671353634
1,13840306277312
1,44674218792782
1,06686891851335
1,08260149000334
1,02659397852914
1,7215114248551
1,18708418784062
1,4923904582357
1,13739348907834
1,93477391215729
1,17231055962495
1,59879027614314
1,09342965813979
1,97489727939241
1,32858057381985
1,30778676704866
1,68565918630253
1,55647941751242
1,07973446561011
1,33225063622568
1,91124983546848
1,7864125463117
1,0239458456747
1,31652000142099
1,5531026714263
1,79382277456756
1,59799574250262
1,23515725333018
1,60828010952486
1,52416305454642
1,43558797586504
1,84646744180772
1,35519398066923
1,59638635236602
1,05361055631824
1,66364911276086
1,19911336116451
1,99101910925983
1,58019327445896
1,08572337501018
1,47865447005194
1,39811338595958
1,35594318777134
1,32287955531985
1,03516899004354
1,33577312963818
1,06255136898838
1,72973661857179
