1,4009027482946
1,27247475379728
1,96539435161529
1,57660740966751
1,75125822087343
1,32577357270092
1,4752239163384
1,19883830482086
1,43960464067739
1,34223702845268
1,40342971701335
1,71391975028157
1,56262353042263
1,21213038974075
1,87688904110197
1,4802380038799
1,70644044350201
1,14653788048147
1,96466199213856
1,34453012763734
1,47952228201531
1,06817584068895
1,6457197585356
1,99862636160042
1,47336526423384
1,47507160085955
1,65058923123897
1,58687760801375
1,38317731506339
1,9544813586187
1,93723097673488
1,32057325696599
1,19006452159493
1,56003405924888
1,91710183486207
1,09282123907135
1,31067828615693
1,39904392855197
1,07366447200704
1,78535136058244
1,0173619436181
1,86032739601113
1,30613669441367
1,10940616955487
1,32306151433059
1,18128433273234
1,79357332726641
1,0312697878253
1,98034821496361
1,61936769011401
1,82020315612676
1,35092468669215
1,25485177303425
1,36791573388871
1,2191605829723
1,25852967950447
1,27459367330866
