1,77885768179729
1,80005569700154
1,4374214855197
1,15408608184852
1,03425944598124
1,4665696776782
1,18686077659338
1,29331866199771
1,31426751348854
1,81382750012624
1,48654818278111
1,25793586543665
1,51262207353144
1,20214680032905
1,09839210337884
1,35646959736779
1,87339996447479
1,46091789308047
1,61966708890147
1,62559590471238
1,16675095640437
1,43450424467889
1,22880605991409
1,04615366740439
1,55990256302054
1,85674939996412
1,69211296396894
1,79410589989
1,57474062292592
1,60591194620631
1,13260227028867
1,50505542173286
1,37389399594343
1,02948826180281
1,39374820440716
1,21906995131591
1,24500716163079
1,76986907504959
1,51492936141553
1,41874577124545
1,37250241328613
1,84343736285504
1,33069175264365
1,54309396983268
1,49004214978313
1,19895181395065
1,49431662843298
1,7984951486804
1,0531570851119
1,79517796067296
1,14958066313974
1,74052997666436
1,54864428078227
1,77032397024814
1,70280049913693
1,79657980603938
1,67627590553662
1,47809002291322
1,58125974916912
1,01732988796073
1,71828684151093
1,40074262972956
